#,Timestamp,Temp_C,Voltage_V,Current_A,Power_W,Relay,Step,State,PID_Output
1,2026-06-02 20:16:21,23.2125,0.00,0.000,0.000,OFF,--,IDLE,--
2,2026-06-02 20:16:22,23.2125,0.00,0.000,0.000,OFF,--,IDLE,--
3,2026-06-02 20:16:23,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
4,2026-06-02 20:16:24,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
5,2026-06-02 20:16:25,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
6,2026-06-02 20:16:26,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
7,2026-06-02 20:16:27,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
8,2026-06-02 20:16:28,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
9,2026-06-02 20:16:29,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
10,2026-06-02 20:16:30,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
11,2026-06-02 20:16:31,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
12,2026-06-02 20:16:32,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
13,2026-06-02 20:16:33,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
14,2026-06-02 20:16:34,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
15,2026-06-02 20:16:35,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
16,2026-06-02 20:16:36,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
17,2026-06-02 20:16:37,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
18,2026-06-02 20:16:38,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
19,2026-06-02 20:16:39,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
20,2026-06-02 20:16:40,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
21,2026-06-02 20:16:41,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
22,2026-06-02 20:16:42,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
23,2026-06-02 20:16:43,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
24,2026-06-02 20:16:44,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
25,2026-06-02 20:16:45,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
26,2026-06-02 20:16:46,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
27,2026-06-02 20:16:47,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
28,2026-06-02 20:16:48,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
29,2026-06-02 20:16:49,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
30,2026-06-02 20:16:50,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
31,2026-06-02 20:16:51,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
32,2026-06-02 20:16:52,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
33,2026-06-02 20:16:53,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
34,2026-06-02 20:16:54,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
35,2026-06-02 20:16:55,23.2000,0.00,0.000,0.000,OFF,--,IDLE,--
36,2026-06-02 20:16:56,23.2000,0.00,0.000,0.000,OFF,--,IDLE,--
37,2026-06-02 20:16:57,23.2000,0.00,0.000,0.000,OFF,--,IDLE,--
38,2026-06-02 20:16:58,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
39,2026-06-02 20:16:59,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
40,2026-06-02 20:17:00,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
41,2026-06-02 20:17:01,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
42,2026-06-02 20:17:02,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
43,2026-06-02 20:17:03,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
44,2026-06-02 20:17:04,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
45,2026-06-02 20:17:05,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
46,2026-06-02 20:17:06,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
47,2026-06-02 20:17:07,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
48,2026-06-02 20:17:08,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
49,2026-06-02 20:17:09,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
50,2026-06-02 20:17:10,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
51,2026-06-02 20:17:11,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
52,2026-06-02 20:17:12,23.2375,0.00,0.000,0.000,OFF,--,IDLE,--
53,2026-06-02 20:17:13,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
54,2026-06-02 20:17:14,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
55,2026-06-02 20:17:15,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
56,2026-06-02 20:17:16,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
57,2026-06-02 20:17:17,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
58,2026-06-02 20:17:18,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
59,2026-06-02 20:17:19,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
60,2026-06-02 20:17:20,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
61,2026-06-02 20:17:21,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
62,2026-06-02 20:17:22,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
63,2026-06-02 20:17:23,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
64,2026-06-02 20:17:24,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
65,2026-06-02 20:17:25,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
66,2026-06-02 20:17:26,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
67,2026-06-02 20:17:27,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
68,2026-06-02 20:17:28,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
69,2026-06-02 20:17:29,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
70,2026-06-02 20:17:30,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
71,2026-06-02 20:17:31,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
72,2026-06-02 20:17:32,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
73,2026-06-02 20:17:33,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
74,2026-06-02 20:17:34,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
75,2026-06-02 20:17:35,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
76,2026-06-02 20:17:36,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
77,2026-06-02 20:17:37,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
78,2026-06-02 20:17:38,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
79,2026-06-02 20:17:39,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
80,2026-06-02 20:17:40,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
81,2026-06-02 20:17:41,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
82,2026-06-02 20:17:42,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
83,2026-06-02 20:17:43,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
84,2026-06-02 20:17:44,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
85,2026-06-02 20:17:45,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
86,2026-06-02 20:17:46,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
87,2026-06-02 20:17:47,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
88,2026-06-02 20:17:48,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
89,2026-06-02 20:17:49,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
90,2026-06-02 20:17:50,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
91,2026-06-02 20:17:51,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
92,2026-06-02 20:17:52,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
93,2026-06-02 20:17:53,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
94,2026-06-02 20:17:54,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
95,2026-06-02 20:17:55,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
96,2026-06-02 20:17:57,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
97,2026-06-02 20:17:58,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
98,2026-06-02 20:17:59,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
99,2026-06-02 20:18:00,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
100,2026-06-02 20:18:01,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
101,2026-06-02 20:18:02,23.2250,0.00,0.000,0.000,OFF,--,IDLE,--
102,2026-06-02 20:18:03,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
103,2026-06-02 20:18:04,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
104,2026-06-02 20:18:05,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
105,2026-06-02 20:18:06,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
106,2026-06-02 20:18:07,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
107,2026-06-02 20:18:08,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
108,2026-06-02 20:18:09,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
109,2026-06-02 20:18:10,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
110,2026-06-02 20:18:11,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
111,2026-06-02 20:18:12,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
112,2026-06-02 20:18:13,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
113,2026-06-02 20:18:14,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
114,2026-06-02 20:18:15,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
115,2026-06-02 20:18:16,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
116,2026-06-02 20:18:17,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
117,2026-06-02 20:18:18,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
118,2026-06-02 20:18:19,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
119,2026-06-02 20:18:20,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
120,2026-06-02 20:18:21,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
121,2026-06-02 20:18:22,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
122,2026-06-02 20:18:23,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
123,2026-06-02 20:18:24,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
124,2026-06-02 20:18:25,23.2500,0.00,0.000,0.000,OFF,--,IDLE,--
125,2026-06-02 20:18:26,23.2625,0.00,0.000,0.000,OFF,--,IDLE,--
126,2026-06-02 20:18:27,23.2625,0.00,0.000,0.000,A,#1,APPROACH,2.580A/A
127,2026-06-02 20:18:29,23.2625,0.00,0.000,0.000,A,#1,APPROACH,2.500A/A
128,2026-06-02 20:18:31,23.2500,0.00,0.000,0.000,A,#1,APPROACH,2.500A/A
129,2026-06-02 20:18:33,23.2625,0.00,0.000,0.000,A,#1,APPROACH,1.500A/A
130,2026-06-02 20:18:35,23.2625,0.00,0.000,0.000,A,#1,APPROACH,1.000A/A
131,2026-06-02 20:18:37,23.3125,7.90,0.000,0.000,A,#1,APPROACH,3.000A/A
132,2026-06-02 20:18:39,23.2500,7.90,1.553,18.384,A,#1,APPROACH,1.500A/A
133,2026-06-02 20:18:41,23.1875,7.90,1.553,18.384,A,#1,APPROACH,1.500A/A
134,2026-06-02 20:18:43,23.1875,7.90,1.553,18.384,A,#1,APPROACH,1.000A/A
135,2026-06-02 20:18:45,23.1125,8.28,1.553,18.384,A,#1,APPROACH,1.409A/A
136,2026-06-02 20:18:46,23.0250,8.28,1.195,16.034,A,#1,APPROACH,1.990A/A
137,2026-06-02 20:18:49,22.8375,8.28,1.195,16.034,A,#1,APPROACH,2.444A/A
138,2026-06-02 20:18:50,22.8375,8.28,1.195,16.034,A,#1,APPROACH,2.000A/A
139,2026-06-02 20:18:52,22.7125,12.00,1.195,16.034,A,#1,APPROACH,3.000A/A
140,2026-06-02 20:18:54,22.5875,12.00,1.478,17.568,A,#1,APPROACH,2.000A/A
141,2026-06-02 20:18:56,22.3250,12.00,1.478,17.568,A,#1,APPROACH,2.339A/A
142,2026-06-02 20:18:58,22.3250,12.00,1.478,17.568,A,#1,APPROACH,1.000A/A
143,2026-06-02 20:19:00,22.1750,8.58,1.478,17.568,A,#1,APPROACH,1.888A/A
144,2026-06-02 20:19:02,22.0500,8.58,1.456,17.292,A,#1,APPROACH,1.000A/A
145,2026-06-02 20:19:04,21.8750,8.58,1.456,17.292,A,#1,APPROACH,1.000A/A
146,2026-06-02 20:19:06,21.7625,8.58,1.456,17.292,A,#1,APPROACH,1.895A/A
147,2026-06-02 20:19:07,21.5875,12.00,1.456,17.292,A,#1,APPROACH,1.853A/A
148,2026-06-02 20:19:09,21.4500,12.00,1.438,17.100,A,#1,APPROACH,2.144A/A
149,2026-06-02 20:19:12,21.3000,12.00,1.438,17.100,A,#1,APPROACH,1.000A/A
150,2026-06-02 20:19:13,21.1375,12.00,1.438,17.100,A,#1,APPROACH,2.500A/A
151,2026-06-02 20:19:15,20.9875,12.00,1.438,17.100,A,#1,APPROACH,1.500A/A
152,2026-06-02 20:19:17,20.8250,12.00,1.417,16.872,A,#1,APPROACH,2.413A/A
153,2026-06-02 20:19:19,20.6750,12.00,1.417,16.872,A,#1,APPROACH,2.493A/A
154,2026-06-02 20:19:21,20.5500,12.00,1.417,16.872,A,#1,APPROACH,1.500A/A
155,2026-06-02 20:19:23,20.3750,12.00,1.417,16.872,A,#1,APPROACH,1.000A/A
156,2026-06-02 20:19:25,20.2375,12.00,1.081,9.170,A,#1,APPROACH,2.500A/A
157,2026-06-02 20:19:27,20.0625,12.00,1.081,9.170,A,#1,APPROACH,2.246A/A
158,2026-06-02 20:19:28,19.9250,12.00,1.081,9.170,A,#1,APPROACH,1.000A/A
159,2026-06-02 20:19:30,19.7750,9.09,1.081,9.170,A,#1,APPROACH,1.000A/A
160,2026-06-02 20:19:32,19.6375,9.09,1.000,9.310,A,#1,APPROACH,1.000A/A
161,2026-06-02 20:19:34,19.5125,9.09,1.000,9.310,A,#1,APPROACH,1.500A/A
162,2026-06-02 20:19:36,19.3875,9.09,1.000,9.310,A,#1,APPROACH,2.000A/A
163,2026-06-02 20:19:38,19.2625,12.00,1.000,9.310,A,#1,APPROACH,1.500A/A
164,2026-06-02 20:19:40,19.1750,12.00,1.401,16.716,A,#1,APPROACH,1.500A/A
165,2026-06-02 20:19:42,19.0750,12.00,1.401,16.716,A,#1,APPROACH,1.000A/A
166,2026-06-02 20:19:44,18.9875,12.00,1.401,16.716,A,#1,HOLDING,2.040A/A
167,2026-06-02 20:19:46,18.9125,12.00,1.401,16.716,A,#1,HOLDING,0.215A/A
168,2026-06-02 20:19:47,18.8250,12.00,0.402,0.683,A,#1,HOLDING,0.177A/A
169,2026-06-02 20:19:50,18.7500,12.00,0.402,0.683,A,#1,HOLDING,0.266A/A
170,2026-06-02 20:19:51,18.6750,12.00,0.402,0.683,A,#1,HOLDING,0.351A/A
171,2026-06-02 20:19:53,18.6000,4.08,0.402,0.683,A,#1,HOLDING,0.234A/A
172,2026-06-02 20:19:55,18.5500,4.08,0.234,0.730,A,#1,HOLDING,0.245A/A
173,2026-06-02 20:19:57,18.5000,4.08,0.234,0.730,A,#1,HOLDING,0.309A/A
174,2026-06-02 20:19:59,18.5000,4.08,0.234,0.730,A,#1,HOLDING,0.401A/A
175,2026-06-02 20:20:01,18.4500,4.19,0.234,0.730,A,#1,HOLDING,0.489A/A
176,2026-06-02 20:20:03,18.4375,4.19,0.443,2.459,A,#1,HOLDING,0.365A/A
177,2026-06-02 20:20:05,18.4375,4.19,0.443,2.459,A,#1,HOLDING,0.453A/A
178,2026-06-02 20:20:07,18.4875,4.19,0.443,2.459,A,#1,HOLDING,0.389A/A
179,2026-06-02 20:20:08,18.4875,4.09,0.443,2.459,A,#1,HOLDING,0.380A/A
180,2026-06-02 20:20:10,18.4750,4.09,0.380,1.580,A,#1,HOLDING,0.394A/A
181,2026-06-02 20:20:13,18.5250,4.09,0.380,1.580,A,#1,HOLDING,0.426A/A
182,2026-06-02 20:20:14,18.5375,4.09,0.380,1.580,A,#1,HOLDING,0.447A/A
183,2026-06-02 20:20:16,18.5875,4.50,0.380,1.580,A,#1,HOLDING,0.458A/A
184,2026-06-02 20:20:18,18.6250,4.50,0.458,2.134,A,#1,HOLDING,0.527A/A
185,2026-06-02 20:20:20,18.6750,4.50,0.458,2.134,A,#1,HOLDING,0.605A/A
186,2026-06-02 20:20:22,18.6875,4.50,0.458,2.134,A,#1,HOLDING,0.713A/A
187,2026-06-02 20:20:24,18.7375,6.47,0.458,2.134,A,#1,HOLDING,0.899A/A
188,2026-06-02 20:20:26,18.7500,6.47,0.802,7.209,A,#1,HOLDING,1.143A/A
189,2026-06-02 20:20:28,18.7500,6.47,0.802,7.209,A,#1,HOLDING,1.336A/A
190,2026-06-02 20:20:29,18.7875,6.47,0.802,7.209,A,#1,HOLDING,1.819A/A
191,2026-06-02 20:20:31,18.8125,12.00,0.802,7.209,A,#1,HOLDING,1.893A/A
192,2026-06-02 20:20:33,18.8125,12.00,1.465,17.424,A,#1,HOLDING,1.000A/A
193,2026-06-02 20:20:36,18.8125,12.00,1.465,17.424,A,#1,HOLDING,1.000A/A
194,2026-06-02 20:20:37,18.8125,12.00,1.465,17.424,A,#1,HOLDING,2.500A/A
195,2026-06-02 20:20:39,18.7875,12.00,1.465,17.424,A,#1,HOLDING,1.500A/A
196,2026-06-02 20:20:41,18.7750,12.00,1.453,17.292,A,#1,HOLDING,1.657A/A
197,2026-06-02 20:20:43,18.7000,12.00,1.453,17.292,A,#1,HOLDING,1.000A/A
198,2026-06-02 20:20:45,18.6875,12.00,1.453,17.292,A,#2,APPROACH,1.562A/A
199,2026-06-02 20:20:47,18.6375,2.82,1.453,17.292,B,#2,APPROACH,1.000A/B
200,2026-06-02 20:20:49,18.5875,2.82,0.000,17.292,B,#2,APPROACH,1.000A/B
201,2026-06-02 20:20:51,18.5125,2.82,0.000,0.000,B,#2,APPROACH,3.000A/B
202,2026-06-02 20:20:53,18.5000,2.82,0.000,0.000,B,#2,APPROACH,2.500A/B
203,2026-06-02 20:20:54,18.4500,2.82,0.000,0.000,B,#2,APPROACH,1.500A/B
204,2026-06-02 20:20:56,18.4375,10.51,0.000,0.000,B,#2,APPROACH,2.500A/B
205,2026-06-02 20:20:58,18.4875,10.51,1.676,20.112,B,#2,APPROACH,1.000A/B
206,2026-06-02 20:21:01,18.5750,10.51,1.676,20.112,B,#2,APPROACH,2.500A/B
207,2026-06-02 20:21:02,18.7000,10.51,1.676,20.112,B,#2,APPROACH,2.500A/B
208,2026-06-02 20:21:04,18.8375,12.00,1.676,20.112,B,#2,APPROACH,3.000A/B
209,2026-06-02 20:21:06,19.0375,12.00,1.616,19.080,B,#2,APPROACH,2.500A/B
210,2026-06-02 20:21:08,19.2375,12.00,1.616,19.080,B,#2,APPROACH,1.000A/B
211,2026-06-02 20:21:10,19.4875,12.00,1.616,19.080,B,#2,APPROACH,2.007A/B
212,2026-06-02 20:21:12,19.7500,12.00,1.616,19.080,B,#2,APPROACH,1.000A/B
213,2026-06-02 20:21:13,20.0750,12.00,1.276,8.350,B,#2,HOLDING,1.500A/B
214,2026-06-02 20:21:16,20.3750,12.00,1.276,8.350,B,#2,HOLDING,1.749A/B
215,2026-06-02 20:21:17,20.6750,12.00,1.276,8.350,B,#2,HOLDING,0.869A/B
216,2026-06-02 20:21:19,20.9750,12.00,1.276,8.350,OFF,#2,HOLDING,0.000A/OFF
217,2026-06-02 20:21:20,20.9750,7.47,1.276,8.350,OFF,#2,HOLDING,0.000A/OFF
218,2026-06-02 20:21:21,21.3250,7.47,0.652,0.000,A,#2,HOLDING,1.080A/A
219,2026-06-02 20:21:23,21.6625,7.47,0.652,0.000,A,#2,HOLDING,2.233A/A
220,2026-06-02 20:21:25,21.9875,7.47,0.652,0.000,A,#2,HOLDING,2.500A/A
221,2026-06-02 20:21:27,21.9875,12.00,0.652,0.000,A,#2,HOLDING,3.000A/A
222,2026-06-02 20:21:28,22.2500,12.00,1.649,19.416,A,#2,HOLDING,1.000A/A
223,2026-06-02 20:21:31,22.7375,12.00,1.649,19.416,A,#2,HOLDING,2.000A/A
224,2026-06-02 20:21:32,22.9125,12.00,1.649,19.416,A,#2,HOLDING,2.500A/A
225,2026-06-02 20:21:34,22.9125,12.00,1.649,19.416,A,#2,HOLDING,2.500A/A
226,2026-06-02 20:21:36,23.0500,12.00,1.570,18.492,A,#2,HOLDING,1.000A/A
227,2026-06-02 20:21:38,23.2250,12.00,1.570,18.492,A,#2,HOLDING,2.000A/A
228,2026-06-02 20:21:40,23.2250,12.00,1.570,18.492,A,#2,HOLDING,1.500A/A
229,2026-06-02 20:21:42,23.3000,11.65,1.570,18.492,A,#2,HOLDING,2.000A/A
230,2026-06-02 20:21:44,23.3125,11.65,1.534,18.252,A,#2,HOLDING,1.538A/A
231,2026-06-02 20:21:46,23.2875,11.65,1.534,18.252,A,#2,HOLDING,1.969A/A
232,2026-06-02 20:21:48,23.2875,11.65,1.534,18.252,A,#2,HOLDING,1.500A/A
233,2026-06-02 20:21:50,23.2625,11.83,1.534,18.252,A,#2,HOLDING,0.947A/A
234,2026-06-02 20:21:51,23.1875,11.83,1.224,7.812,A,#2,HOLDING,1.300A/A
235,2026-06-02 20:21:54,23.0500,11.83,1.224,7.812,A,#2,HOLDING,1.739A/A
236,2026-06-02 20:21:55,23.0500,11.83,1.224,7.812,A,#2,HOLDING,1.000A/A
237,2026-06-02 20:21:57,22.9500,8.58,1.224,7.812,A,#2,HOLDING,2.000A/A
238,2026-06-02 20:21:59,22.8625,8.58,1.310,17.628,A,#2,HOLDING,1.235A/A
239,2026-06-02 20:22:01,22.6500,8.58,1.310,17.628,A,#2,HOLDING,0.882A/A
240,2026-06-02 20:22:03,22.6500,8.58,1.310,17.628,A,#2,HOLDING,1.022A/A
241,2026-06-02 20:22:05,22.5750,8.86,1.310,17.628,A,#2,HOLDING,0.873A/A
242,2026-06-02 20:22:07,22.4500,8.86,0.895,6.870,A,#2,HOLDING,0.866A/A
243,2026-06-02 20:22:09,22.3250,8.86,0.895,6.870,A,#2,HOLDING,0.872A/A
244,2026-06-02 20:22:11,22.2375,8.86,0.895,6.870,A,#2,HOLDING,0.898A/A
245,2026-06-02 20:22:12,22.1125,7.94,0.895,6.870,A,#2,HOLDING,0.907A/A
246,2026-06-02 20:22:14,22.0125,7.94,0.907,7.419,A,#2,HOLDING,0.946A/A
247,2026-06-02 20:22:17,21.8875,7.94,0.907,7.419,A,#2,HOLDING,0.944A/A
248,2026-06-02 20:22:18,21.8000,7.94,0.907,7.419,A,#2,HOLDING,0.965A/A
249,2026-06-02 20:22:20,21.6750,8.45,0.907,7.419,A,#2,HOLDING,0.966A/A
250,2026-06-02 20:22:22,21.5750,8.45,0.966,8.326,A,#2,HOLDING,0.981A/A
251,2026-06-02 20:22:24,21.4750,8.45,0.966,8.326,A,#2,HOLDING,1.000A/A
252,2026-06-02 20:22:26,21.3625,8.45,0.966,8.326,A,#2,HOLDING,0.994A/A
253,2026-06-02 20:22:28,21.2625,8.70,0.966,8.326,A,#2,HOLDING,1.000A/A
254,2026-06-02 20:22:30,21.1750,8.70,1.000,8.880,A,#2,HOLDING,1.005A/A
255,2026-06-02 20:22:32,21.0500,8.70,1.000,8.880,A,#2,HOLDING,0.998A/A
256,2026-06-02 20:22:34,20.9875,8.70,1.000,8.880,A,#2,HOLDING,0.991A/A
257,2026-06-02 20:22:35,20.8625,8.72,1.000,8.880,A,#2,HOLDING,0.974A/A
258,2026-06-02 20:22:37,20.7750,8.72,0.974,8.493,A,#2,HOLDING,0.953A/A
259,2026-06-02 20:22:40,20.6750,8.72,0.974,8.493,A,#2,HOLDING,0.927A/A
